Flags that indicate whether the drone should be moving or not. Each row corresponds to an iteration and consists of num_agents flags each belonging to an agents. The data is synchronized with the timestamp
0,0,0,0,1,0,0,0
0,0,0,0,1,0,0,0
0,0,0,0,1,0,0,0
0,0,0,0,1,0,0,0
0,0,0,0,1,0,0,0
0,0,0,0,1,0,0,0
0,0,0,0,1,0,0,0
0,0,0,0,1,1,0,0
0,0,0,0,1,1,0,0
0,0,0,0,1,1,0,0
0,0,0,0,1,1,0,0
0,0,0,0,1,1,0,0
0,0,0,0,1,1,0,0
0,0,0,0,1,1,1,0
0,0,0,0,1,0,1,0
0,1,0,0,1,1,0,0
0,1,0,0,1,1,0,0
0,1,0,0,1,1,0,0
0,1,0,0,1,1,0,0
0,1,0,0,1,1,0,0
0,1,0,0,1,1,0,0
0,1,0,0,1,1,0,0
0,1,0,0,1,1,0,0
0,1,0,0,1,1,0,0
0,1,0,0,1,1,1,0
0,1,0,0,1,1,1,0
0,1,0,0,1,1,0,0
0,1,0,0,0,1,0,0
1,1,0,0,0,1,1,0
1,1,0,0,0,1,0,0
0,1,0,0,0,1,0,0
1,1,0,0,0,1,1,0
1,1,0,0,0,1,1,0
1,1,0,0,0,1,1,0
1,1,0,1,0,1,1,0
1,1,0,1,0,1,1,0
1,1,0,1,0,1,1,0
1,1,0,1,0,1,1,0
1,1,0,1,0,1,0,0
0,0,0,1,0,1,0,0
1,1,0,1,0,1,0,0
0,0,0,1,0,1,0,0
1,1,0,1,0,1,0,0
0,0,0,1,1,1,1,0
0,0,0,1,1,1,1,0
0,0,0,1,1,1,1,0
0,0,0,1,1,1,1,0
0,0,0,1,1,1,1,0
0,0,0,1,1,1,1,0
0,0,0,1,1,1,1,0
0,0,0,1,1,1,1,0
0,0,0,1,0,1,0,0
1,1,0,1,0,1,0,0
0,0,0,1,0,0,0,0
1,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0
1,0,0,1,0,0,1,0
0,0,0,1,1,0,1,0
0,0,0,1,1,0,1,0
0,0,0,1,1,0,0,0
0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,1,0,0,1,0,0,1
0,0,0,0,1,0,0,0
0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0
0,1,0,0,0,0,1,0
0,0,0,0,1,1,0,0
0,0,0,0,1,1,1,1
0,0,0,0,1,1,1,1
0,0,0,0,1,1,1,1
0,0,0,0,1,1,1,1
0,0,0,0,1,1,1,0
0,0,0,0,0,1,1,0
0,0,0,0,0,1,1,0
0,0,0,0,0,1,1,0
0,0,0,0,0,1,1,0
0,0,0,0,1,1,1,0
0,0,0,0,1,1,1,0
0,0,0,0,1,1,1,0
0,0,0,0,1,1,0,1
